Title,Description,Subject,Date,Collection,Institution,Thumbnail,Link
Clashing Worlds,"LOT: 19 ; My inspiration came from the local terrain around the Salmon
and Klamath Rivers. I juxtaposed the polluted toxic environment
against the pristine clean environment to show how our choices
have consequences on our surroundings. I showed some of my
favorite animals and plants of the region. This design shows the
contrast between a healthy, pristine, thriving, environment against
a scene of destruction due to wildfires, pollution, and toxic algae.
My inspiration for my scene comes from growing up along the
Klamath River where animals thrive, yet unsafe waters are a
reality. The main subjects are: osprey, eagle, steelhead, turtles,
mergansers, and of course otters! For plants: alder, willow,
dogwood, redbud, fir trees, indian rhubarb, to name a few.
The divider design is based off the �Friendship Design�
from the Karuk Tribe.",Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/218,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/218
BPSA Rover Scout & Otter Scout,Bid#: 50,Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/223,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/223
Otter Woman,Bid#: 37 ; Yurok/Karuk/Hupa,Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/228,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/228
The Humbirder,"LOT: 10 ; The Humbirder is a laid back, fun loving, outdoorsy type
with an appreciation for birding. His shirt features a number
of colorful birds, with an emphasis on native species.",Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/233,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/233
Marching Lumberotter,"LOT: 14 ; At the beginning of November 2018, the Marching Lumberjacks
(current and alumni) gathered to celebrate and remember 50 years
of student run existence. Unfortunately, it was also the last Home
football game, EVER, and they were there. The Marching Lumberjacks
also journeyed to Canada for the last Away game. Not only are the
Marching Lumberjacks part of the university, it's part of the greater
community. Participating in events such as the Klamath Salmon
Festival, Trinidad Clam Beach Run, Eureka Rhododendron Parade,
and Paul Bunyan Days in Fort Bragg among others. The artist is
an alumnus, and participates when they can. The band is a family,
it's a continuum, a whole, we are one. You could be gone for years,
come back and, if you've got your instrument, play. This is a tribute
to the Marching Lumberjacks, MARCH OR DIE.",Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/238,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/238
Lily the Otter,"LOT: 8 ; Lily adorns a red lotus at her heart center expressing her
gratitude, love and passion for her environment. She lives life
frolicking in clean fresh water where fish and crawdads are plentiful.
We are stewards of these waterways helping to maintain them by
being aware of their fragility and need for their preservation.
Lily wears a mask at times to remind us that we are all connected
to the earth as one being, wearing many disguises, all working
together to preserve the rivers and streams.",Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/243,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/243
Olla as Otter,"LOT: 9 ; Around the world, ollas (ceramic pots) have been found in
ceremonial burial grounds throughout ancient times. Ollas
(ceramic pots) have been known to contain many valuables
or dead people's belongings, such as jewelry, crowns and items
of their divinity. Seeing this purpose, Olla as Otter represents
the balance in nature found in rivers and oceans.",Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/248,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/248
Moung,Bid#: 108,Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/253,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/253
Ada Otter of the Red Brigade,Bid#: 12,Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/258,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/258
Pride the Rainbow Otter,"LOT: 1 ; It was only three years ago, I came out as trans and started
showing pride in the LGBTQIA+ community. The community
gave me the courage to be proud of who I am. And for many, a
simple rainbow is empowering and safe. As the colors drip down,
it shows that no matter what, our PRIDE will drip over whatever
is in the way. It will always be. The community is one that is
strong, loving and true.",Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/263,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/263
Luna,LOT: 31 ; Yurok,Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/268,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/268
Atlas,Bid#: 106,Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/273,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/273
Stella,Bid#: 105,Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/278,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/278
Dona^keh,Bid#: 49 ; Osage Nation / Cherokee Nation,Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/283,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/283
Neytiri,Bid#: 98,Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/288,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/288
"Xuntapan Sákriivha, Acorn Power",Bid#: 55 ; Karuk / Wiyot / Shasta Xuntapan,Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/293,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/293
The Mist Maker,Bid#: 29,Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/298,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/298
Fred the Otter ~ ''A Massive Otter Spill at the Oil Refinery'',Bid#: 102,Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/303,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/303
River Spirit Otter,"LOT: 2 ; This noble otter displays the ecology of a river in balance--clean
water and clear air--sustaining the animals and plants that live
nearby. The otter is playful and peaceful, with a congenial
personality, whose presence indicates nature in balance.
In covering this otter, I set out to show a spiritual view of the
otter, beginning with the sun shining lovingly on all below.
I�ve included dragonflies, bees, centipede, butterflies, heron,
osprey, bear, turtles, many fish, and a variety of plants�all part of
the otter�s habitat and dependent on an unpolluted environment.",Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/308,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/308
Infinite Friend Placed in a Mandala of Golden Eternity,Bid#: 21,Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/313,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/313
Anahita the Mosaic Otter,"LOT: 3 ; This mosaic otter represents clean water and a healthy
environment for our rivers, forests and its creatures. I've lived
surrounded by nature, the Eel River and the Humboldt Redwoods 
for 27 years, which inspires this project. There are mosaic
redwoods, the Eel River, salmon and sky. I feel there are some
elements that are vital to this area�s environment for otters
including Water: our beautiful river; Trees: our beautiful
redwoods and Food: our amazing salmon. Each piece of
glass has been hand cut to fit the design.",Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/318,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/318
Spirit of the Otter,Bid#: 96,Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/323,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/323
"This One Dances, She Dances for the River","LOT: 4 ; This One Dances,
She Dances to Honor the First People,
She Dances for the River",Sculpture ; Public sculpture ; Wood sculpture--Exhibitions ; Wood carvings ; Public art--Exhbitions ; Art ; Exhbitions ; Humboldt County (Calif.)--Public art ; Otters,,Digital Collection,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/otters/id/328,https://cdm16166.contentdm.oclc.org/digital/collection/otters/id/328
